Name : Name of Mech | Tons: Tonnage | BV: BV | PV: PV | Role: Role | Date: Date
Name : Puma (Adder) E | Tons: 35 | BV: 1,272 | PV: 31 | Role: Sniper | Date: 3060
Name : Puma (Adder) H | Tons: 35 | BV: 1,453 | PV: 28 | Role: Brawler | Date: 3059
Name : Puma (Adder) Prime | Tons: 35 | BV: 2,083 | PV: 30 | Role: Sniper | Date: 3010
Name : Puma (Adder) S | Tons: 35 | BV: 1,427 | PV: 38 | Role: Scout | Date: 3050
Name : Puma (Adder) TC | Tons: 35 | BV: 1,247 | PV: 30 | Role: Striker | Date: 3052
Name : Rattlesnake JR7-31 | Tons: 35 | BV: 1,398 | PV: 42 | Role: Striker | Date: 3042
Name : Rattlesnake JR7-31P | Tons: 35 | BV: 1,323 | PV: 43 | Role: Striker | Date: 3043
Name : Raven RVN-2X | Tons: 35 | BV: 887 | PV: 22 | Role: Striker | Date: 3030
Name : Raven RVN-3L | Tons: 35 | BV: 708 | PV: 26 | Role: Scout | Date: 3048
Name : Raven RVN-3M | Tons: 35 | BV: 659 | PV: 20 | Role: Missile Boat | Date: 3053
Name : Raven RVN-4X | Tons: 35 | BV: 820 | PV: 24 | Role: Striker | Date: 3031
Name : Spector SPR-5F | Tons: 35 | BV: 1,183 | PV: 33 | Role: Striker | Date: 3053
Name : Stiletto STO-4A | Tons: 35 | BV: 859 | PV: 32 | Role: Striker | Date: 3059
Name : Talon TLN-5V | Tons: 35 | BV: 1,075 | PV: 31 | Role: Striker | Date: 2670
Name : Talon TLN-5W | Tons: 35 | BV: 1,175 | PV: 31 | Role: Striker | Date: 2760
Name : Venom SDR-9K | Tons: 35 | BV: 798 | PV: 25 | Role: Striker | Date: 3050
Name : Venom SDR-9KA | Tons: 35 | BV: 865 | PV: 27 | Role: Striker | Date: 3056
Name : Venom SDR-9KB | Tons: 35 | BV: 769 | PV: 28 | Role: Striker | Date: 3057
Name : Wolfhound IIC "Grinner" | Tons: 35 | BV: 1,579 | PV: 33 | Role: Striker | Date: 3051
Name : Wolfhound WLF-1 | Tons: 35 | BV: 949 | PV: 24 | Role: Striker | Date: 3028
Name : Wolfhound WLF-1A | Tons: 35 | BV: 967 | PV: 24 | Role: Striker | Date: 3028
Name : Wolfhound WLF-1B | Tons: 35 | BV: 967 | PV: 24 | Role: Striker | Date: 3028
Name : Wolfhound WLF-2 | Tons: 35 | BV: 1,061 | PV: 28 | Role: Striker | Date: 3052
Name : Arctic Wolf   | Tons: 40 | BV: 1,330 | PV: 39 | Role: Striker | Date: 3059
Name : Arctic Wolf 2 | Tons: 40 | BV: 1,511 | PV: 41 | Role: Striker | Date: 3060
Name : Assassin ASN-101 | Tons: 40 | BV: 757 | PV: 23 | Role: Scout | Date: 3024
Name : Assassin ASN-21 | Tons: 40 | BV: 749 | PV: 22 | Role: Scout | Date: 2676
Name : Assassin ASN-23 | Tons: 40 | BV: 740 | PV: 26 | Role: Striker | Date: 3050
Name : Battle Cobra A | Tons: 40 | BV: 1,466 | PV: 33 | Role: Striker | Date: 2873
Name : Battle Cobra B | Tons: 40 | BV: 1,892 | PV: 32 | Role: Sniper | Date: 2873
Name : Battle Cobra F | Tons: 40 | BV: 1,507 | PV: 29 | Role: Striker | Date: 3057
Name : Battle Cobra H | Tons: 40 | BV: 1,592 | PV: 34 | Role: Striker | Date: 3061
Name : Battle Cobra Prime | Tons: 40 | BV: 1,487 | PV: 31 | Role: Sniper | Date: 2873
Name : Cicada CDA-2A | Tons: 40 | BV: 659 | PV: 22 | Role: Scout | Date: 2740
Name : Cicada CDA-2B | Tons: 40 | BV: 626 | PV: 22 | Role: Scout | Date: 2840
Name : Cicada CDA-3C | Tons: 40 | BV: 771 | PV: 22 | Role: Scout | Date: 2840
Name : Cicada CDA-3F | Tons: 40 | BV: 1,329 | PV: 32 | Role: Striker | Date: 3052
Name : Cicada CDA-3G | Tons: 40 | BV: 1,270 | PV: 35 | Role: Striker | Date: 3056
Name : Cicada CDA-3M | Tons: 40 | BV: 812 | PV: 25 | Role: Striker | Date: 3049
Name : Clint CLNT-1-2R | Tons: 40 | BV: 707 | PV: 19 | Role: Striker | Date: 2607
Name : Clint CLNT-2-3T | Tons: 40 | BV: 770 | PV: 21 | Role: Striker | Date: 2608
Name : Clint CLNT-2-3T (Denton) | Tons: 40 | BV: 873 | PV: 20 | Role: Striker | Date: 3033
Name : Clint CLNT-2-3U | Tons: 40 | BV: 1,081 | PV: 22 | Role: Striker | Date: 3050
Name : Clint CLNT-2-4T | Tons: 40 | BV: 619 | PV: 16 | Role: Sniper | Date: Unknown
Name : Clint IIC   | Tons: 40 | BV: 1,395 | PV: 25 | Role: Striker | Date: 2842
Name : Corvis   | Tons: 40 | BV: 1,336 | PV: 29 | Role: Brawler | Date: 2845
Name : Coyotl A | Tons: 40 | BV: 1,753 | PV: 42 | Role: Striker | Date: 2854
Name : Coyotl B | Tons: 40 | BV: 1,447 | PV: 41 | Role: Striker | Date: 2854
Name : Coyotl Prime | Tons: 40 | BV: 1,974 | PV: 48 | Role: Striker | Date: 2854
Name : Daimyo DMO-1K | Tons: 40 | BV: 1,148 | PV: 28 | Role: Brawler | Date: 3053
Name : Daimyo DMO-2K | Tons: 40 | BV: 1,057 | PV: 28 | Role: Brawler | Date: 3056
Name : Daimyo DMO-4K | Tons: 40 | BV: 1,150 | PV: 28 | Role: Brawler | Date: 3058
Name : Dragonfly (Viper) A | Tons: 40 | BV: 1,989 | PV: 38 | Role: Striker | Date: 2940
Name : Dragonfly (Viper) B | Tons: 40 | BV: 1,830 | PV: 34 | Role: Striker | Date: 2940
Name : Dragonfly (Viper) C | Tons: 40 | BV: 1,344 | PV: 36 | Role: Striker | Date: 2940
Name : Dragonfly (Viper) D | Tons: 40 | BV: 1,779 | PV: 42 | Role: Striker | Date: 2940
Name : Dragonfly (Viper) E | Tons: 40 | BV: 1,561 | PV: 38 | Role: Striker | Date: 3060
Name : Dragonfly (Viper) Prime | Tons: 40 | BV: 1,450 | PV: 37 | Role: Scout | Date: 2940
Name : Griffin IIC   | Tons: 40 | BV: 1,608 | PV: 31 | Role: Missile Boat | Date: 2852
Name : Griffin IIC 2 | Tons: 40 | BV: 1,516 | PV: 30 | Role: Striker | Date: 2973
Name : Griffin IIC 3 | Tons: 40 | BV: 1,532 | PV: 30 | Role: Striker | Date: 3060
Name : Griffin IIC 4 | Tons: 40 | BV: 1,475 | PV: 30 | Role: Striker | Date: 3060
Name : Hermes II HER-2M "Mercury" | Tons: 40 | BV: 910 | PV: 33 | Role: Striker | Date: 2802
Name : Hermes II HER-2S | Tons: 40 | BV: 784 | PV: 22 | Role: Scout | Date: 2798
Name : Hermes II HER-4K "Hermes III" | Tons: 40 | BV: 976 | PV: 24 | Role: Scout | Date: 3025
Name : Hermes II HER-5ME "Mercury Elite" | Tons: 40 | BV: 847 | PV: 19 | Role: Sniper | Date: 3056
Name : Hermes II HER-5S | Tons: 40 | BV: 857 | PV: 25 | Role: Striker | Date: 3050
Name : Initiate INI-02 | Tons: 40 | BV: 1,036 | PV: 32 | Role: Brawler | Date: 3058
Name : Lobo   | Tons: 40 | BV: 1,715 | PV: 32 | Role: Striker | Date: 3060
Name : Mercury II MCY-100 | Tons: 40 | BV: 1,376 | PV: 38 | Role: Striker | Date: 2823
Name : Phantom A | Tons: 40 | BV: 1,410 | PV: 43 | Role: Striker | Date: 3052
Name : Phantom B | Tons: 40 | BV: 1,096 | PV: 34 | Role: Scout | Date: 3052
Name : Phantom C | Tons: 40 | BV: 1,590 | PV: 51 | Role: Striker | Date: 3052
Name : Phantom D | Tons: 40 | BV: 1,581 | PV: 41 | Role: Striker | Date: 3052
Name : Phantom E | Tons: 40 | BV: 975 | PV: 27 | Role: Striker | Date: 3061
Name : Phantom Prime | Tons: 40 | BV: 1,159 | PV: 37 | Role: Scout | Date: 3052
Name : Pouncer A | Tons: 40 | BV: 2,081 | PV: 36 | Role: Missile Boat | Date: 3050
Name : Pouncer B | Tons: 40 | BV: 1,836 | PV: 32 | Role: Sniper | Date: 3050
Name : Pouncer C | Tons: 40 | BV: 1,653 | PV: 37 | Role: Striker | Date: 3050
Name : Pouncer D | Tons: 40 | BV: 2,246 | PV: 33 | Role: Striker | Date: 3050
Name : Pouncer E | Tons: 40 | BV: 1,632 | PV: 35 | Role: Striker | Date: 3061
Name : Pouncer Prime | Tons: 40 | BV: 2,557 | PV: 31 | Role: Sniper | Date: 3050
Name : Sentinel STN-1S | Tons: 40 | BV: 632 | PV: 19 | Role: Scout | Date: 2651
Name : Sentinel STN-3K | Tons: 40 | BV: 652 | PV: 19 | Role: Scout | Date: 2830
Name : Sentinel STN-3KA | Tons: 40 | BV: 847 | PV: 21 | Role: Scout | Date: 2830
Name : Sentinel STN-3KB | Tons: 40 | BV: 823 | PV: 23 | Role: Striker | Date: 2830
Name : Sentinel STN-3L | Tons: 40 | BV: 717 | PV: 23 | Role: Striker | Date: 2652
Name : Sentinel STN-3Lb | Tons: 40 | BV: 1,260 | PV: 26 | Role: Sniper | Date: 2715
Name : Sentinel STN-3M | Tons: 40 | BV: 758 | PV: 23 | Role: Striker | Date: 3035
Name : Sentry SNT-04 | Tons: 40 | BV: 1,069 | PV: 25 | Role: Sniper | Date: 3056
Name : Strider SR1-O | Tons: 40 | BV: 867 | PV: 28 | Role: Striker | Date: 3057
Name : Strider SR1-OA | Tons: 40 | BV: 723 | PV: 23 | Role: Scout | Date: 3057
Name : Strider SR1-OB | Tons: 40 | BV: 910 | PV: 26 | Role: Missile Boat | Date: 3057
Name : Strider SR1-OC | Tons: 40 | BV: 944 | PV: 28 | Role: Striker | Date: 3057
Name : Strider SR1-OD | Tons: 40 | BV: 873 | PV: 31 | Role: Striker | Date: 3057
Name : Strider SR1-OE | Tons: 40 | BV: 976 | PV: 28 | Role: Striker | Date: 3058
Name : Strider SR1-OF | Tons: 40 | BV: 1,032 | PV: 25 | Role: Striker | Date: 3060
Name : Tsunami TS-P1 | Tons: 40 | BV: 933 | PV: 27 | Role: Scout | Date: 3052
Name : Vulcan VL-2T | Tons: 40 | BV: 642 | PV: 20 | Role: Scout | Date: 2777
Name : Vulcan VL-2T (Timms) | Tons: 40 | BV: 603 | PV: 18 | Role: Scout | Date: 3034
Name : Vulcan VL-5T | Tons: 40 | BV: 942 | PV: 24 | Role: Striker | Date: 2778
Name : Vulcan VT-5M | Tons: 40 | BV: 811 | PV: 23 | Role: Striker | Date: 3050
Name : Vulcan VT-5S | Tons: 40 | BV: 883 | PV: 29 | Role: Striker | Date: 3050
Name : Watchman WTC-4M | Tons: 40 | BV: 1,067 | PV: 26 | Role: Skirmisher | Date: 3055
Name : Werewolf WER-LF-004 | Tons: 40 | BV: 802 | PV: 26 | Role: Striker | Date: 3056
Name : Whitworth WTH-0 | Tons: 40 | BV: 863 | PV: 24 | Role: Skirmisher | Date: 2754
Name : Whitworth WTH-1 | Tons: 40 | BV: 982 | PV: 25 | Role: Missile Boat | Date: 2689
Name : Whitworth WTH-1S | Tons: 40 | BV: 917 | PV: 25 | Role: Skirmisher | Date: 2610
Name : Whitworth WTH-2 | Tons: 40 | BV: 936 | PV: 25 | Role: Missile Boat | Date: 3050
Name : Beowulf BEO-12 | Tons: 45 | BV: 1,319 | PV: 38 | Role: Skirmisher | Date: 3059
Name : Bishamon BSN-3K | Tons: 45 | BV: 1,374 | PV: 47 | Role: Striker | Date: 3060
Name : Bishamon BSN-4K | Tons: 45 | BV: 1,105 | PV: 50 | Role: Striker | Date: 3060
Name : Blackjack BJ-1 | Tons: 45 | BV: 949 | PV: 26 | Role: Sniper | Date: 2757
Name : Blackjack BJ-1DB | Tons: 45 | BV: 1,015 | PV: 25 | Role: Brawler | Date: 3023
Name : Blackjack BJ-1DC | Tons: 45 | BV: 917 | PV: 27 | Role: Brawler | Date: 3024
Name : Blackjack BJ-1X | Tons: 45 | BV: 964 | PV: 29 | Role: Skirmisher | Date: 2756
Name : Blackjack BJ-2 | Tons: 45 | BV: 1,148 | PV: 30 | Role: Sniper | Date: 3052
Name : Blackjack BJ-3 | Tons: 45 | BV: 1,271 | PV: 30 | Role: Brawler | Date: 3042
Name : Cobra CBR-02 | Tons: 45 | BV: 1,128 | PV: 32 | Role: Missile Boat | Date: 3060
Name : Daedalus DAD-3C | Tons: 45 | BV: 1,070 | PV: 28 | Role: Striker | Date: 3053
Name : Fenris (Ice Ferret) A | Tons: 45 | BV: 1,323 | PV: 36 | Role: Striker | Date: 2948
Name : Fenris (Ice Ferret) B | Tons: 45 | BV: 1,461 | PV: 40 | Role: Striker | Date: 2948
Name : Fenris (Ice Ferret) C | Tons: 45 | BV: 1,211 | PV: 37 | Role: Missile Boat | Date: 2948
Name : Fenris (Ice Ferret) D | Tons: 45 | BV: 1,653 | PV: 45 | Role: Striker | Date: 2948
Name : Fenris (Ice Ferret) E | Tons: 45 | BV: 1,483 | PV: 41 | Role: Striker | Date: 3059
Name : Fenris (Ice Ferret) H | Tons: 45 | BV: 1,619 | PV: 45 | Role: Striker | Date: 3061
Name : Fenris (Ice Ferret) Prime | Tons: 45 | BV: 1,678 | PV: 44 | Role: Striker | Date: 2948
Name : Firestarter FS9-O | Tons: 45 | BV: 1,144 | PV: 30 | Role: Striker | Date: 3057
Name : Firestarter FS9-OA | Tons: 45 | BV: 976 | PV: 24 | Role: Striker | Date: 3057
Name : Firestarter FS9-OB | Tons: 45 | BV: 1,070 | PV: 33 | Role: Striker | Date: 3057
Name : Firestarter FS9-OC | Tons: 45 | BV: 1,006 | PV: 31 | Role: Missile Boat | Date: 3057
Name : Firestarter FS9-OD | Tons: 45 | BV: 1,322 | PV: 33 | Role: Sniper | Date: 3057
Name : Firestarter FS9-OE | Tons: 45 | BV: 998 | PV: 27 | Role: Striker | Date: 3058
Name : Firestarter FS9-OF | Tons: 45 | BV: 1,446 | PV: 29 | Role: Sniper | Date: 3060
Name : Great Wyrm   | Tons: 45 | BV: 1,331 | PV: 36 | Role: Brawler | Date: 2844
Name : Grendel (Mongrel) A | Tons: 45 | BV: 2,031 | PV: 48 | Role: Missile Boat | Date: 3053
Name : Grendel (Mongrel) B | Tons: 45 | BV: 1,903 | PV: 45 | Role: Striker | Date: 3053
Name : Grendel (Mongrel) C | Tons: 45 | BV: 1,465 | PV: 36 | Role: Striker | Date: 3053
Name : Grendel (Mongrel) D | Tons: 45 | BV: 2,212 | PV: 43 | Role: Striker | Date: 3053
Name : Grendel (Mongrel) E | Tons: 45 | BV: 1,806 | PV: 46 | Role: Striker | Date: 3061
Name : Grendel (Mongrel) Prime | Tons: 45 | BV: 2,290 | PV: 46 | Role: Striker | Date: 3052
Name : Hatchetman HCT-3F | Tons: 45 | BV: 854 | PV: 20 | Role: Brawler | Date: 3023
Name : Hatchetman HCT-5S | Tons: 45 | BV: 1,039 | PV: 24 | Role: Brawler | Date: 3049
Name : Hatchetman HCT-5S (Austin) | Tons: 45 | BV: 1,174 | PV: 26 | Role: Brawler | Date: 3059
Name : Hollander II BZK-F5 | Tons: 45 | BV: 1,214 | PV: 31 | Role: Sniper | Date: 3058
Name : Hollander II BZK-F7 | Tons: 45 | BV: 1,192 | PV: 23 | Role: Sniper | Date: 3061
Name : Komodo KIM-2 | Tons: 45 | BV: 1,533 | PV: 38 | Role: Striker | Date: 3053
Name : Komodo KIM-2A | Tons: 45 | BV: 1,415 | PV: 35 | Role: Striker | Date: 3053
Name : Kyudo KY2-D-02 | Tons: 45 | BV: 1,286 | PV: 34 | Role: Missile Boat | Date: 2625
Name : Night Chanter A | Tons: 45 | BV: 1,604 | PV: 36 | Role: Sniper | Date: 2865
Name : Night Chanter Prime | Tons: 45 | BV: 1,645 | PV: 38 | Role: Skirmisher | Date: 2865
Name : Phoenix Hawk C | Tons: 45 | BV: 1,396 | PV: 31 | Role: Striker | Date: 2831
Name : Phoenix Hawk PXH-1b "Special" | Tons: 45 | BV: 1,512 | PV: 28 | Role: Skirmisher | Date: 2760
Name : Phoenix Hawk PXH-1bC | Tons: 45 | BV: 1,174 | PV: 27 | Role: Skirmisher | Date: 3052
Name : Phoenix Hawk PXH-1c "Special" | Tons: 45 | BV: 1,443 | PV: 31 | Role: Striker | Date: 2765
Name : Phoenix Hawk PXH-1D | Tons: 45 | BV: 1,083 | PV: 26 | Role: Skirmisher | Date: 2586
Name : Phoenix Hawk PXH-1K | Tons: 45 | BV: 1,073 | PV: 29 | Role: Skirmisher | Date: 2603
Name : Phoenix Hawk PXH-2 | Tons: 45 | BV: 1,145 | PV: 30 | Role: Striker | Date: 2599
Name : Phoenix Hawk PXH-2K | Tons: 45 | BV: 1,271 | PV: 34 | Role: Striker | Date: 3050
Name : Phoenix Hawk PXH-3D | Tons: 45 | BV: 1,315 | PV: 30 | Role: Striker | Date: 3048
Name : Phoenix Hawk PXH-3K | Tons: 45 | BV: 1,359 | PV: 32 | Role: Striker | Date: 3050
Name : Phoenix Hawk PXH-3M | Tons: 45 | BV: 1,307 | PV: 27 | Role: Striker | Date: 3045
Name : Phoenix Hawk PXH-3M (Masters) | Tons: 45 | BV: 1,154 | PV: 30 | Role: Striker | Date: 3051
Name : Phoenix Hawk PXH-3S | Tons: 45 | BV: 1,237 | PV: 37 | Role: Striker | Date: 3042
Name : Shadow Cat A | Tons: 45 | BV: 2,220 | PV: 42 | Role: Sniper | Date: 3003
Name : Shadow Cat B | Tons: 45 | BV: 2,420 | PV: 51 | Role: Missile Boat | Date: 3003
Name : Shadow Cat C | Tons: 45 | BV: 2,199 | PV: 45 | Role: Striker | Date: 3061
Name : Shadow Cat M | Tons: 45 | BV: 2,438 | PV: 40 | Role: Striker | Date: 3054
Name : Shadow Cat Prime | Tons: 45 | BV: 2,156 | PV: 41 | Role: Striker | Date: 3003
Name : Shadow Cat TC | Tons: 45 | BV: 1,378 | PV: 35 | Role: Scout | Date: 3050
Name : Shadow Hawk IIC   | Tons: 45 | BV: 1,732 | PV: 37 | Role: Striker | Date: 2831
Name : Shadow Hawk IIC 2 | Tons: 45 | BV: 1,763 | PV: 35 | Role: Striker | Date: 2835
Name : Shadow Hawk IIC 3 | Tons: 45 | BV: 1,471 | PV: 33 | Role: Striker | Date: 3060
Name : Shadow Hawk IIC 4 | Tons: 45 | BV: 1,698 | PV: 37 | Role: Striker | Date: 3060
Name : Snake SNK-1V | Tons: 45 | BV: 980 | PV: 24 | Role: Striker | Date: 3053
Name : Snake SNK-1V (Alexi) | Tons: 45 | BV: 1,316 | PV: 31 | Role: Sniper | Date: 3057
Name : Stag ST-14G | Tons: 45 | BV: 1,351 | PV: 43 | Role: Striker | Date: 2823
Name : Stealth STH-1D | Tons: 45 | BV: 1,231 | PV: 43 | Role: Striker | Date: 3054
Name : Stealth STH-2D | Tons: 45 | BV: 1,508 | PV: 43 | Role: Striker | Date: 3061
Name : Vindicator VND-1AA "Avenging Angel" | Tons: 45 | BV: 966 | PV: 23 | Role: Skirmisher | Date: 2863
Name : Vindicator VND-1R | Tons: 45 | BV: 1,024 | PV: 27 | Role: Brawler | Date: 2826
Name : Vindicator VND-1R (Vong) | Tons: 45 | BV: 1,024 | PV: 27 | Role: Brawler | Date: 3020
Name : Vindicator VND-1SIC | Tons: 45 | BV: 1,020 | PV: 26 | Role: Brawler | Date: 3031
Name : Vindicator VND-1X | Tons: 45 | BV: 1,008 | PV: 27 | Role: Brawler | Date: 2826
Name : Vindicator VND-3L | Tons: 45 | BV: 1,105 | PV: 27 | Role: Brawler | Date: 3051
Name : Vindicator VND-5L | Tons: 45 | BV: 1,484 | PV: 29 | Role: Skirmisher | Date: 3060
Name : Wolf Trap (Tora) WFT-1 | Tons: 45 | BV: 1,070 | PV: 29 | Role: Striker | Date: 3051
Name : Wolf Trap (Tora) WFT-1 (Daitama) | Tons: 45 | BV: 1,290 | PV: 38 | Role: Sniper | Date: 3060
Name : Wolf Trap (Tora) WFT-C | Tons: 45 | BV: 1,001 | PV: 28 | Role: Striker | Date: 3060
Name : Wyvern IIC   | Tons: 45 | BV: 1,624 | PV: 34 | Role: Skirmisher | Date: 2843
Name : Wyvern WVE-5N | Tons: 45 | BV: 1,089 | PV: 27 | Role: Brawler | Date: 2660
Name : Wyvern WVE-5Nb | Tons: 45 | BV: 1,006 | PV: 25 | Role: Missile Boat | Date: 2660
Name : Wyvern WVE-6N | Tons: 45 | BV: 1,005 | PV: 27 | Role: Skirmisher | Date: 2821
Name : Wyvern WVE-9N | Tons: 45 | BV: 1,067 | PV: 28 | Role: Brawler | Date: 3052
Name : Black Hawk (Nova) A | Tons: 50 | BV: 2,422 | PV: 35 | Role: Sniper | Date: 2870
Name : Black Hawk (Nova) B | Tons: 50 | BV: 1,543 | PV: 32 | Role: Sniper | Date: 2870
Name : Black Hawk (Nova) C | Tons: 50 | BV: 1,515 | PV: 31 | Role: Sniper | Date: 2870
Name : Black Hawk (Nova) D | Tons: 50 | BV: 1,450 | PV: 29 | Role: Missile Boat | Date: 2870
Name : Black Hawk (Nova) E | Tons: 50 | BV: 2,078 | PV: 40 | Role: Skirmisher | Date: 3054
Name : Black Hawk (Nova) H | Tons: 50 | BV: 1,832 | PV: 45 | Role: Skirmisher | Date: 3059
Name : Black Hawk (Nova) Prime | Tons: 50 | BV: 2,663 | PV: 41 | Role: Skirmisher | Date: 2870
Name : Black Hawk (Nova) S | Tons: 50 | BV: 2,056 | PV: 43 | Role: Skirmisher | Date: 3050
Name : Blackjack BJ2-O | Tons: 50 | BV: 1,201 | PV: 31 | Role: Brawler | Date: 3057
Name : Blackjack BJ2-OA | Tons: 50 | BV: 1,318 | PV: 32 | Role: Missile Boat | Date: 3057
Name : Blackjack BJ2-OB | Tons: 50 | BV: 1,323 | PV: 30 | Role: Sniper | Date: 3057
Name : Blackjack BJ2-OC | Tons: 50 | BV: 1,189 | PV: 27 | Role: Brawler | Date: 3057
Name : Blackjack BJ2-OD | Tons: 50 | BV: 1,375 | PV: 30 | Role: Brawler | Date: 3057
Name : Blackjack BJ2-OE | Tons: 50 | BV: 1,260 | PV: 28 | Role: Sniper | Date: 3059
Name : Blackjack BJ2-OF | Tons: 50 | BV: 1,405 | PV: 29 | Role: Sniper | Date: 3061
Name : Blitzkrieg BTZ-3F | Tons: 50 | BV: 1,273 | PV: 35 | Role: Striker | Date: 3061
Name : Bombard BMB-010 | Tons: 50 | BV: 850 | PV: 19 | Role: Juggernaut | Date: 3054
Name : Centurion CN9-A | Tons: 50 | BV: 945 | PV: 28 | Role: Brawler | Date: 2801
Name : Centurion CN9-AH | Tons: 50 | BV: 945 | PV: 29 | Role: Juggernaut | Date: 2874
Name : Centurion CN9-AL | Tons: 50 | BV: 1,057 | PV: 28 | Role: Brawler | Date: 2915
Name : Centurion CN9-D | Tons: 50 | BV: 1,130 | PV: 28 | Role: Skirmisher | Date: 3049
Name : Centurion CN9-D3 | Tons: 50 | BV: 1,324 | PV: 29 | Role: Skirmisher | Date: 3052
Name : Centurion CN9-D3D | Tons: 50 | BV: 1,373 | PV: 37 | Role: Skirmisher | Date: 3060
Name : Centurion CN9-YLW "Yen-lo-wang" | Tons: 50 | BV: 957 | PV: 27 | Role: Juggernaut | Date: 3027
Name : Centurion CN9-YLW2 "Yen-lo-wang" | Tons: 50 | BV: 1,415 | PV: 28 | Role: Brawler | Date: 3051
Name : Chameleon CLN-7V | Tons: 50 | BV: 1,042 | PV: 24 | Role: Scout | Date: 3056
Name : Chameleon CLN-7W | Tons: 50 | BV: 1,243 | PV: 29 | Role: Striker | Date: 3058
Name : Chameleon CLN-7Z | Tons: 50 | BV: 1,527 | PV: 30 | Role: Striker | Date: 3058
Name : Chameleon CLN-8V | Tons: 50 | BV: 1,426 | PV: 32 | Role: Striker | Date: 3086
Name : Chameleon TRC-4C | Tons: 50 | BV: 999 | PV: 21 | Role: Scout | Date: 2820
Name : Crab CRB-20 | Tons: 50 | BV: 1,143 | PV: 29 | Role: Skirmisher | Date: 2810
Name : Crab CRB-27 | Tons: 50 | BV: 1,198 | PV: 29 | Role: Skirmisher | Date: 2719
Name : Crab CRB-27b | Tons: 50 | BV: 1,308 | PV: 33 | Role: Sniper | Date: 2719
Name : Crab CRB-30 | Tons: 50 | BV: 1,509 | PV: 36 | Role: Sniper | Date: 3061
Name : Crab CRB-C | Tons: 50 | BV: 1,135 | PV: 30 | Role: Skirmisher | Date: 3056
Name : Enfield END-6J | Tons: 50 | BV: 1,417 | PV: 33 | Role: Skirmisher | Date: 3060
Name : Enfield END-6Q | Tons: 50 | BV: 1,248 | PV: 32 | Role: Skirmisher | Date: 3055
Name : Enforcer ENF-4R | Tons: 50 | BV: 1,032 | PV: 25 | Role: Skirmisher | Date: 2777
Name : Enforcer ENF-5D | Tons: 50 | BV: 1,308 | PV: 27 | Role: Skirmisher | Date: 3050
Name : Enforcer ENF-5D (Daniel) | Tons: 50 | BV: 1,738 | PV: 31 | Role: Skirmisher | Date: 3054
Name : Enforcer III ENF-6M | Tons: 50 | BV: 1,460 | PV: 32 | Role: Sniper | Date: 3059
Name : Fox   | Tons: 50 | BV: 2,091 | PV: 43 | Role: Missile Boat | Date: 2835
Name : Hellhound (Conjurer)   | Tons: 50 | BV: 1,813 | PV: 35 | Role: Skirmisher | Date: 2829
Name : Hellhound (Conjurer) 7 | Tons: 50 | BV: 1,845 | PV: 36 | Role: Skirmisher | Date: 2836
Name : Hunchback HBK-4G | Tons: 50 | BV: 1,041 | PV: 28 | Role: Juggernaut | Date: 2572
Name : Hunchback HBK-4G (Hohiro) | Tons: 50 | BV: 1,126 | PV: 34 | Role: Brawler | Date: 3056
Name : Hunchback HBK-4H | Tons: 50 | BV: 1,067 | PV: 28 | Role: Juggernaut | Date: 2819
Name : Hunchback HBK-4J | Tons: 50 | BV: 1,143 | PV: 31 | Role: Missile Boat | Date: 2856
Name : Hunchback HBK-4N | Tons: 50 | BV: 1,087 | PV: 31 | Role: Brawler | Date: 2920
Name : Hunchback HBK-4P | Tons: 50 | BV: 1,138 | PV: 31 | Role: Juggernaut | Date: 2937
Name : Hunchback HBK-4SP | Tons: 50 | BV: 1,043 | PV: 30 | Role: Juggernaut | Date: 3025
Name : Hunchback HBK-5M | Tons: 50 | BV: 1,056 | PV: 27 | Role: Juggernaut | Date: 3046
Name : Hunchback HBK-5N | Tons: 50 | BV: 1,041 | PV: 28 | Role: Juggernaut | Date: 3057
Name : Hunchback HBK-5S | Tons: 50 | BV: 1,350 | PV: 28 | Role: Juggernaut | Date: 3061
Name : Hunchback HBK-6N | Tons: 50 | BV: 1,130 | PV: 28 | Role: Juggernaut | Date: 3059
Name : Hunchback IIC   | Tons: 50 | BV: 1,679 | PV: 26 | Role: Ambusher | Date: 2856
Name : Hunchback IIC 2 | Tons: 50 | BV: 1,869 | PV: 29 | Role: Ambusher | Date: 3061
Name : Huron Warrior HUR-WO-R4L | Tons: 50 | BV: 1,530 | PV: 31 | Role: Skirmisher | Date: 3055
Name : Huron Warrior HUR-WO-R4M | Tons: 50 | BV: 1,556 | PV: 33 | Role: Skirmisher | Date: 3056
Name : Nightsky NGS-4S | Tons: 50 | BV: 1,159 | PV: 30 | Role: Striker | Date: 3053
Name : Nightsky NGS-4T | Tons: 50 | BV: 1,287 | PV: 30 | Role: Striker | Date: 3056
Name : Nightsky NGS-5S | Tons: 50 | BV: 1,045 | PV: 30 | Role: Striker | Date: 3056
Name : Nightsky NGS-5T | Tons: 50 | BV: 1,356 | PV: 29 | Role: Striker | Date: 3057
Name : Nobori-nin (Huntsman) A | Tons: 50 | BV: 2,034 | PV: 37 | Role: Sniper | Date: 3049
Name : Nobori-nin (Huntsman) B | Tons: 50 | BV: 2,156 | PV: 38 | Role: Skirmisher | Date: 3049
