Name : Name of Mech | Tons: Tonnage | BV: BV | PV: PV | Role: Role
Name : Clint CLNT-2-4T | Tons: 40 | BV: 619 | PV: 16 | Role: Sniper
Name : Clint IIC   | Tons: 40 | BV: 1,395 | PV: 25 | Role: Striker
Name : Corvis   | Tons: 40 | BV: 1,336 | PV: 29 | Role: Brawler
Name : Coyotl A | Tons: 40 | BV: 1,753 | PV: 42 | Role: Striker
Name : Coyotl B | Tons: 40 | BV: 1,447 | PV: 41 | Role: Striker
Name : Coyotl Prime | Tons: 40 | BV: 1,974 | PV: 48 | Role: Striker
Name : Daimyo DMO-1K | Tons: 40 | BV: 1,148 | PV: 28 | Role: Brawler
Name : Daimyo DMO-2K | Tons: 40 | BV: 1,057 | PV: 28 | Role: Brawler
Name : Daimyo DMO-4K | Tons: 40 | BV: 1,150 | PV: 28 | Role: Brawler
Name : Dragonfly (Viper) A | Tons: 40 | BV: 1,989 | PV: 38 | Role: Striker
Name : Dragonfly (Viper) B | Tons: 40 | BV: 1,830 | PV: 34 | Role: Striker
Name : Dragonfly (Viper) C | Tons: 40 | BV: 1,344 | PV: 36 | Role: Striker
Name : Dragonfly (Viper) D | Tons: 40 | BV: 1,779 | PV: 42 | Role: Striker
Name : Dragonfly (Viper) E | Tons: 40 | BV: 1,561 | PV: 38 | Role: Striker
Name : Dragonfly (Viper) Prime | Tons: 40 | BV: 1,450 | PV: 37 | Role: Scout
Name : Griffin IIC   | Tons: 40 | BV: 1,608 | PV: 31 | Role: Missile Boat
Name : Griffin IIC 2 | Tons: 40 | BV: 1,516 | PV: 30 | Role: Striker
Name : Griffin IIC 3 | Tons: 40 | BV: 1,532 | PV: 30 | Role: Striker
Name : Griffin IIC 4 | Tons: 40 | BV: 1,475 | PV: 30 | Role: Striker
Name : Hermes II HER-2M "Mercury" | Tons: 40 | BV: 910 | PV: 33 | Role: Striker
Name : Hermes II HER-2S | Tons: 40 | BV: 784 | PV: 22 | Role: Scout
Name : Hermes II HER-4K "Hermes III" | Tons: 40 | BV: 976 | PV: 24 | Role: Scout
Name : Hermes II HER-5ME "Mercury Elite" | Tons: 40 | BV: 847 | PV: 19 | Role: Sniper
Name : Hermes II HER-5S | Tons: 40 | BV: 857 | PV: 25 | Role: Striker
Name : Initiate INI-02 | Tons: 40 | BV: 1,036 | PV: 32 | Role: Brawler
Name : Lobo   | Tons: 40 | BV: 1,715 | PV: 32 | Role: Striker
Name : Mercury II MCY-100 | Tons: 40 | BV: 1,376 | PV: 38 | Role: Striker
Name : Phantom A | Tons: 40 | BV: 1,410 | PV: 43 | Role: Striker
Name : Phantom B | Tons: 40 | BV: 1,096 | PV: 34 | Role: Scout
Name : Phantom C | Tons: 40 | BV: 1,590 | PV: 51 | Role: Striker
Name : Phantom D | Tons: 40 | BV: 1,581 | PV: 41 | Role: Striker
Name : Phantom E | Tons: 40 | BV: 975 | PV: 27 | Role: Striker
Name : Phantom Prime | Tons: 40 | BV: 1,159 | PV: 37 | Role: Scout
Name : Pouncer A | Tons: 40 | BV: 2,081 | PV: 36 | Role: Missile Boat
Name : Pouncer B | Tons: 40 | BV: 1,836 | PV: 32 | Role: Sniper
Name : Pouncer C | Tons: 40 | BV: 1,653 | PV: 37 | Role: Striker
Name : Pouncer D | Tons: 40 | BV: 2,246 | PV: 33 | Role: Striker
Name : Pouncer E | Tons: 40 | BV: 1,632 | PV: 35 | Role: Striker
Name : Pouncer Prime | Tons: 40 | BV: 2,557 | PV: 31 | Role: Sniper
Name : Sentinel STN-1S | Tons: 40 | BV: 632 | PV: 19 | Role: Scout
Name : Sentinel STN-3K | Tons: 40 | BV: 652 | PV: 19 | Role: Scout
Name : Sentinel STN-3KA | Tons: 40 | BV: 847 | PV: 21 | Role: Scout
Name : Sentinel STN-3KB | Tons: 40 | BV: 823 | PV: 23 | Role: Striker
Name : Sentinel STN-3L | Tons: 40 | BV: 717 | PV: 23 | Role: Striker
Name : Sentinel STN-3Lb | Tons: 40 | BV: 1,260 | PV: 26 | Role: Sniper
Name : Sentinel STN-3M | Tons: 40 | BV: 758 | PV: 23 | Role: Striker
Name : Sentry SNT-04 | Tons: 40 | BV: 1,069 | PV: 25 | Role: Sniper
Name : Strider SR1-O | Tons: 40 | BV: 867 | PV: 28 | Role: Striker
Name : Strider SR1-OA | Tons: 40 | BV: 723 | PV: 23 | Role: Scout
Name : Strider SR1-OB | Tons: 40 | BV: 910 | PV: 26 | Role: Missile Boat
Name : Strider SR1-OC | Tons: 40 | BV: 944 | PV: 28 | Role: Striker
Name : Strider SR1-OD | Tons: 40 | BV: 873 | PV: 31 | Role: Striker
Name : Strider SR1-OE | Tons: 40 | BV: 976 | PV: 28 | Role: Striker
Name : Strider SR1-OF | Tons: 40 | BV: 1,032 | PV: 25 | Role: Striker
Name : Tsunami TS-P1 | Tons: 40 | BV: 933 | PV: 27 | Role: Scout
Name : Vulcan VL-2T | Tons: 40 | BV: 642 | PV: 20 | Role: Scout
Name : Vulcan VL-2T (Timms) | Tons: 40 | BV: 603 | PV: 18 | Role: Scout
Name : Vulcan VL-5T | Tons: 40 | BV: 942 | PV: 24 | Role: Striker
Name : Vulcan VT-5M | Tons: 40 | BV: 811 | PV: 23 | Role: Striker
Name : Vulcan VT-5S | Tons: 40 | BV: 883 | PV: 29 | Role: Striker
Name : Watchman WTC-4M | Tons: 40 | BV: 1,067 | PV: 26 | Role: Skirmisher
Name : Werewolf WER-LF-004 | Tons: 40 | BV: 802 | PV: 26 | Role: Striker
Name : Whitworth WTH-0 | Tons: 40 | BV: 863 | PV: 24 | Role: Skirmisher
Name : Whitworth WTH-1 | Tons: 40 | BV: 982 | PV: 25 | Role: Missile Boat
Name : Whitworth WTH-1S | Tons: 40 | BV: 917 | PV: 25 | Role: Skirmisher
Name : Whitworth WTH-2 | Tons: 40 | BV: 936 | PV: 25 | Role: Missile Boat
Name : Beowulf BEO-12 | Tons: 45 | BV: 1,319 | PV: 38 | Role: Skirmisher
Name : Bishamon BSN-3K | Tons: 45 | BV: 1,374 | PV: 47 | Role: Striker
Name : Bishamon BSN-4K | Tons: 45 | BV: 1,105 | PV: 50 | Role: Striker
Name : Blackjack BJ-1 | Tons: 45 | BV: 949 | PV: 26 | Role: Sniper
Name : Blackjack BJ-1DB | Tons: 45 | BV: 1,015 | PV: 25 | Role: Brawler
Name : Blackjack BJ-1DC | Tons: 45 | BV: 917 | PV: 27 | Role: Brawler
Name : Blackjack BJ-1X | Tons: 45 | BV: 964 | PV: 29 | Role: Skirmisher
Name : Blackjack BJ-2 | Tons: 45 | BV: 1,148 | PV: 30 | Role: Sniper
Name : Blackjack BJ-3 | Tons: 45 | BV: 1,271 | PV: 30 | Role: Brawler
Name : Cobra CBR-02 | Tons: 45 | BV: 1,128 | PV: 32 | Role: Missile Boat
Name : Daedalus DAD-3C | Tons: 45 | BV: 1,070 | PV: 28 | Role: Striker
Name : Fenris (Ice Ferret) A | Tons: 45 | BV: 1,323 | PV: 36 | Role: Striker
Name : Fenris (Ice Ferret) B | Tons: 45 | BV: 1,461 | PV: 40 | Role: Striker
Name : Fenris (Ice Ferret) C | Tons: 45 | BV: 1,211 | PV: 37 | Role: Missile Boat
Name : Fenris (Ice Ferret) D | Tons: 45 | BV: 1,653 | PV: 45 | Role: Striker
Name : Fenris (Ice Ferret) E | Tons: 45 | BV: 1,483 | PV: 41 | Role: Striker
Name : Fenris (Ice Ferret) H | Tons: 45 | BV: 1,619 | PV: 45 | Role: Striker
Name : Fenris (Ice Ferret) Prime | Tons: 45 | BV: 1,678 | PV: 44 | Role: Striker
Name : Firestarter FS9-O | Tons: 45 | BV: 1,144 | PV: 30 | Role: Striker
Name : Firestarter FS9-OA | Tons: 45 | BV: 976 | PV: 24 | Role: Striker
Name : Firestarter FS9-OB | Tons: 45 | BV: 1,070 | PV: 33 | Role: Striker
Name : Firestarter FS9-OC | Tons: 45 | BV: 1,006 | PV: 31 | Role: Missile Boat
Name : Firestarter FS9-OD | Tons: 45 | BV: 1,322 | PV: 33 | Role: Sniper
Name : Firestarter FS9-OE | Tons: 45 | BV: 998 | PV: 27 | Role: Striker
Name : Firestarter FS9-OF | Tons: 45 | BV: 1,446 | PV: 29 | Role: Sniper
Name : Great Wyrm   | Tons: 45 | BV: 1,331 | PV: 36 | Role: Brawler
Name : Grendel (Mongrel) A | Tons: 45 | BV: 2,031 | PV: 48 | Role: Missile Boat
Name : Grendel (Mongrel) B | Tons: 45 | BV: 1,903 | PV: 45 | Role: Striker
Name : Grendel (Mongrel) C | Tons: 45 | BV: 1,465 | PV: 36 | Role: Striker
Name : Grendel (Mongrel) D | Tons: 45 | BV: 2,212 | PV: 43 | Role: Striker
Name : Grendel (Mongrel) E | Tons: 45 | BV: 1,806 | PV: 46 | Role: Striker
Name : Grendel (Mongrel) Prime | Tons: 45 | BV: 2,290 | PV: 46 | Role: Striker
Name : Hatchetman HCT-3F | Tons: 45 | BV: 854 | PV: 20 | Role: Brawler
Name : Hatchetman HCT-5S | Tons: 45 | BV: 1,039 | PV: 24 | Role: Brawler
Name : Hatchetman HCT-5S (Austin) | Tons: 45 | BV: 1,174 | PV: 26 | Role: Brawler
Name : Hollander II BZK-F5 | Tons: 45 | BV: 1,214 | PV: 31 | Role: Sniper
Name : Hollander II BZK-F7 | Tons: 45 | BV: 1,192 | PV: 23 | Role: Sniper
Name : Komodo KIM-2 | Tons: 45 | BV: 1,533 | PV: 38 | Role: Striker
Name : Komodo KIM-2A | Tons: 45 | BV: 1,415 | PV: 35 | Role: Striker
Name : Kyudo KY2-D-02 | Tons: 45 | BV: 1,286 | PV: 34 | Role: Missile Boat
Name : Night Chanter A | Tons: 45 | BV: 1,604 | PV: 36 | Role: Sniper
Name : Night Chanter Prime | Tons: 45 | BV: 1,645 | PV: 38 | Role: Skirmisher
Name : Phoenix Hawk C | Tons: 45 | BV: 1,396 | PV: 31 | Role: Striker
Name : Phoenix Hawk PXH-1b "Special" | Tons: 45 | BV: 1,512 | PV: 28 | Role: Skirmisher
Name : Phoenix Hawk PXH-1bC | Tons: 45 | BV: 1,174 | PV: 27 | Role: Skirmisher
Name : Phoenix Hawk PXH-1c "Special" | Tons: 45 | BV: 1,443 | PV: 31 | Role: Striker
Name : Phoenix Hawk PXH-1D | Tons: 45 | BV: 1,083 | PV: 26 | Role: Skirmisher
Name : Phoenix Hawk PXH-1K | Tons: 45 | BV: 1,073 | PV: 29 | Role: Skirmisher
Name : Phoenix Hawk PXH-2 | Tons: 45 | BV: 1,145 | PV: 30 | Role: Striker
Name : Phoenix Hawk PXH-2K | Tons: 45 | BV: 1,271 | PV: 34 | Role: Striker
Name : Phoenix Hawk PXH-3D | Tons: 45 | BV: 1,315 | PV: 30 | Role: Striker
Name : Phoenix Hawk PXH-3K | Tons: 45 | BV: 1,359 | PV: 32 | Role: Striker
Name : Phoenix Hawk PXH-3M | Tons: 45 | BV: 1,307 | PV: 27 | Role: Striker
Name : Phoenix Hawk PXH-3M (Masters) | Tons: 45 | BV: 1,154 | PV: 30 | Role: Striker
Name : Phoenix Hawk PXH-3S | Tons: 45 | BV: 1,237 | PV: 37 | Role: Striker
Name : Shadow Cat A | Tons: 45 | BV: 2,220 | PV: 42 | Role: Sniper
Name : Shadow Cat B | Tons: 45 | BV: 2,420 | PV: 51 | Role: Missile Boat
Name : Shadow Cat C | Tons: 45 | BV: 2,199 | PV: 45 | Role: Striker
Name : Shadow Cat M | Tons: 45 | BV: 2,438 | PV: 40 | Role: Striker
Name : Shadow Cat Prime | Tons: 45 | BV: 2,156 | PV: 41 | Role: Striker
Name : Shadow Cat TC | Tons: 45 | BV: 1,378 | PV: 35 | Role: Scout
Name : Shadow Hawk IIC   | Tons: 45 | BV: 1,732 | PV: 37 | Role: Striker
Name : Shadow Hawk IIC 2 | Tons: 45 | BV: 1,763 | PV: 35 | Role: Striker
Name : Shadow Hawk IIC 3 | Tons: 45 | BV: 1,471 | PV: 33 | Role: Striker
Name : Shadow Hawk IIC 4 | Tons: 45 | BV: 1,698 | PV: 37 | Role: Striker
Name : Snake SNK-1V | Tons: 45 | BV: 980 | PV: 24 | Role: Striker
Name : Snake SNK-1V (Alexi) | Tons: 45 | BV: 1,316 | PV: 31 | Role: Sniper
Name : Stag ST-14G | Tons: 45 | BV: 1,351 | PV: 43 | Role: Striker
Name : Stealth STH-1D | Tons: 45 | BV: 1,231 | PV: 43 | Role: Striker
Name : Stealth STH-2D | Tons: 45 | BV: 1,508 | PV: 43 | Role: Striker
Name : Vindicator VND-1AA "Avenging Angel" | Tons: 45 | BV: 966 | PV: 23 | Role: Skirmisher
Name : Vindicator VND-1R | Tons: 45 | BV: 1,024 | PV: 27 | Role: Brawler
Name : Vindicator VND-1R (Vong) | Tons: 45 | BV: 1,024 | PV: 27 | Role: Brawler
Name : Vindicator VND-1SIC | Tons: 45 | BV: 1,020 | PV: 26 | Role: Brawler
Name : Vindicator VND-1X | Tons: 45 | BV: 1,008 | PV: 27 | Role: Brawler
Name : Vindicator VND-3L | Tons: 45 | BV: 1,105 | PV: 27 | Role: Brawler
Name : Vindicator VND-5L | Tons: 45 | BV: 1,484 | PV: 29 | Role: Skirmisher
Name : Wolf Trap (Tora) WFT-1 | Tons: 45 | BV: 1,070 | PV: 29 | Role: Striker
Name : Wolf Trap (Tora) WFT-1 (Daitama) | Tons: 45 | BV: 1,290 | PV: 38 | Role: Sniper
Name : Wolf Trap (Tora) WFT-C | Tons: 45 | BV: 1,001 | PV: 28 | Role: Striker
Name : Wyvern IIC   | Tons: 45 | BV: 1,624 | PV: 34 | Role: Skirmisher
Name : Wyvern WVE-5N | Tons: 45 | BV: 1,089 | PV: 27 | Role: Brawler
Name : Wyvern WVE-5Nb | Tons: 45 | BV: 1,006 | PV: 25 | Role: Missile Boat
Name : Wyvern WVE-6N | Tons: 45 | BV: 1,005 | PV: 27 | Role: Skirmisher
Name : Wyvern WVE-9N | Tons: 45 | BV: 1,067 | PV: 28 | Role: Brawler
Name : Black Hawk (Nova) A | Tons: 50 | BV: 2,422 | PV: 35 | Role: Sniper
Name : Black Hawk (Nova) B | Tons: 50 | BV: 1,543 | PV: 32 | Role: Sniper
Name : Black Hawk (Nova) C | Tons: 50 | BV: 1,515 | PV: 31 | Role: Sniper
Name : Black Hawk (Nova) D | Tons: 50 | BV: 1,450 | PV: 29 | Role: Missile Boat
Name : Black Hawk (Nova) E | Tons: 50 | BV: 2,078 | PV: 40 | Role: Skirmisher
Name : Black Hawk (Nova) H | Tons: 50 | BV: 1,832 | PV: 45 | Role: Skirmisher
Name : Black Hawk (Nova) Prime | Tons: 50 | BV: 2,663 | PV: 41 | Role: Skirmisher
Name : Black Hawk (Nova) S | Tons: 50 | BV: 2,056 | PV: 43 | Role: Skirmisher
Name : Blackjack BJ2-O | Tons: 50 | BV: 1,201 | PV: 31 | Role: Brawler
Name : Blackjack BJ2-OA | Tons: 50 | BV: 1,318 | PV: 32 | Role: Missile Boat
Name : Blackjack BJ2-OB | Tons: 50 | BV: 1,323 | PV: 30 | Role: Sniper
Name : Blackjack BJ2-OC | Tons: 50 | BV: 1,189 | PV: 27 | Role: Brawler
Name : Blackjack BJ2-OD | Tons: 50 | BV: 1,375 | PV: 30 | Role: Brawler
Name : Blackjack BJ2-OE | Tons: 50 | BV: 1,260 | PV: 28 | Role: Sniper
Name : Blackjack BJ2-OF | Tons: 50 | BV: 1,405 | PV: 29 | Role: Sniper
Name : Blitzkrieg BTZ-3F | Tons: 50 | BV: 1,273 | PV: 35 | Role: Striker
Name : Bombard BMB-010 | Tons: 50 | BV: 850 | PV: 19 | Role: Juggernaut
Name : Centurion CN9-A | Tons: 50 | BV: 945 | PV: 28 | Role: Brawler
Name : Centurion CN9-AH | Tons: 50 | BV: 945 | PV: 29 | Role: Juggernaut
Name : Centurion CN9-AL | Tons: 50 | BV: 1,057 | PV: 28 | Role: Brawler
Name : Centurion CN9-D | Tons: 50 | BV: 1,130 | PV: 28 | Role: Skirmisher
Name : Centurion CN9-D3 | Tons: 50 | BV: 1,324 | PV: 29 | Role: Skirmisher
Name : Centurion CN9-D3D | Tons: 50 | BV: 1,373 | PV: 37 | Role: Skirmisher
Name : Centurion CN9-YLW "Yen-lo-wang" | Tons: 50 | BV: 957 | PV: 27 | Role: Juggernaut
Name : Centurion CN9-YLW2 "Yen-lo-wang" | Tons: 50 | BV: 1,415 | PV: 28 | Role: Brawler
Name : Chameleon CLN-7V | Tons: 50 | BV: 1,042 | PV: 24 | Role: Scout
Name : Chameleon CLN-7W | Tons: 50 | BV: 1,243 | PV: 29 | Role: Striker
Name : Chameleon CLN-7Z | Tons: 50 | BV: 1,527 | PV: 30 | Role: Striker
Name : Chameleon CLN-8V | Tons: 50 | BV: 1,426 | PV: 32 | Role: Striker
Name : Chameleon TRC-4C | Tons: 50 | BV: 999 | PV: 21 | Role: Scout
Name : Crab CRB-20 | Tons: 50 | BV: 1,143 | PV: 29 | Role: Skirmisher
Name : Crab CRB-27 | Tons: 50 | BV: 1,198 | PV: 29 | Role: Skirmisher
Name : Crab CRB-27b | Tons: 50 | BV: 1,308 | PV: 33 | Role: Sniper
Name : Crab CRB-30 | Tons: 50 | BV: 1,509 | PV: 36 | Role: Sniper
Name : Crab CRB-C | Tons: 50 | BV: 1,135 | PV: 30 | Role: Skirmisher
Name : Enfield END-6J | Tons: 50 | BV: 1,417 | PV: 33 | Role: Skirmisher
Name : Enfield END-6Q | Tons: 50 | BV: 1,248 | PV: 32 | Role: Skirmisher
Name : Enforcer ENF-4R | Tons: 50 | BV: 1,032 | PV: 25 | Role: Skirmisher
Name : Enforcer ENF-5D | Tons: 50 | BV: 1,308 | PV: 27 | Role: Skirmisher
Name : Enforcer ENF-5D (Daniel) | Tons: 50 | BV: 1,738 | PV: 31 | Role: Skirmisher
Name : Enforcer III ENF-6M | Tons: 50 | BV: 1,460 | PV: 32 | Role: Sniper
Name : Fox   | Tons: 50 | BV: 2,091 | PV: 43 | Role: Missile Boat
Name : Hellhound (Conjurer)   | Tons: 50 | BV: 1,813 | PV: 35 | Role: Skirmisher
Name : Hellhound (Conjurer) 7 | Tons: 50 | BV: 1,845 | PV: 36 | Role: Skirmisher
Name : Hunchback HBK-4G | Tons: 50 | BV: 1,041 | PV: 28 | Role: Juggernaut
Name : Hunchback HBK-4G (Hohiro) | Tons: 50 | BV: 1,126 | PV: 34 | Role: Brawler
Name : Hunchback HBK-4H | Tons: 50 | BV: 1,067 | PV: 28 | Role: Juggernaut
Name : Hunchback HBK-4J | Tons: 50 | BV: 1,143 | PV: 31 | Role: Missile Boat
Name : Hunchback HBK-4N | Tons: 50 | BV: 1,087 | PV: 31 | Role: Brawler
Name : Hunchback HBK-4P | Tons: 50 | BV: 1,138 | PV: 31 | Role: Juggernaut
Name : Hunchback HBK-4SP | Tons: 50 | BV: 1,043 | PV: 30 | Role: Juggernaut
Name : Hunchback HBK-5M | Tons: 50 | BV: 1,056 | PV: 27 | Role: Juggernaut
Name : Hunchback HBK-5N | Tons: 50 | BV: 1,041 | PV: 28 | Role: Juggernaut
Name : Hunchback HBK-5S | Tons: 50 | BV: 1,350 | PV: 28 | Role: Juggernaut
Name : Hunchback HBK-6N | Tons: 50 | BV: 1,130 | PV: 28 | Role: Juggernaut
Name : Hunchback IIC   | Tons: 50 | BV: 1,679 | PV: 26 | Role: Ambusher
Name : Hunchback IIC 2 | Tons: 50 | BV: 1,869 | PV: 29 | Role: Ambusher
Name : Huron Warrior HUR-WO-R4L | Tons: 50 | BV: 1,530 | PV: 31 | Role: Skirmisher
Name : Huron Warrior HUR-WO-R4M | Tons: 50 | BV: 1,556 | PV: 33 | Role: Skirmisher
Name : Nightsky NGS-4S | Tons: 50 | BV: 1,159 | PV: 30 | Role: Striker
Name : Nightsky NGS-4T | Tons: 50 | BV: 1,287 | PV: 30 | Role: Striker
Name : Nightsky NGS-5S | Tons: 50 | BV: 1,045 | PV: 30 | Role: Striker
Name : Nightsky NGS-5T | Tons: 50 | BV: 1,356 | PV: 29 | Role: Striker
Name : Nobori-nin (Huntsman) A | Tons: 50 | BV: 2,034 | PV: 37 | Role: Sniper
Name : Nobori-nin (Huntsman) B | Tons: 50 | BV: 2,156 | PV: 38 | Role: Skirmisher
Name : Nobori-nin (Huntsman) C | Tons: 50 | BV: 2,199 | PV: 43 | Role: Missile Boat
Name : Nobori-nin (Huntsman) D | Tons: 50 | BV: 2,007 | PV: 43 | Role: Skirmisher
Name : Nobori-nin (Huntsman) Prime | Tons: 50 | BV: 2,108 | PV: 42 | Role: Skirmisher
Name : Omni-Corvis A | Tons: 50 | BV: 1,977 | PV: 41 | Role: Striker
Name : Omni-Corvis B | Tons: 50 | BV: 1,640 | PV: 37 | Role: Missile Boat
Name : Omni-Corvis Prime | Tons: 50 | BV: 1,678 | PV: 38 | Role: Brawler
Name : Phoenix PX-4R | Tons: 50 | BV: 996 | PV: 28 | Role: Skirmisher
Name : Raijin RJN-101-A | Tons: 50 | BV: 1,350 | PV: 30 | Role: Striker
Name : Raijin RJN-101-B | Tons: 50 | BV: 1,383 | PV: 28 | Role: Scout
Name : Raijin RJN-101-X | Tons: 50 | BV: 1,302 | PV: 29 | Role: Striker
Name : Ronin SA-RN | Tons: 50 | BV: 1,084 | PV: 33 | Role: Striker
Name : Stalking Spider   | Tons: 50 | BV: 2,232 | PV: 39 | Role: Skirmisher
Name : Stalking Spider 2 | Tons: 50 | BV: 2,056 | PV: 37 | Role: Skirmisher
Name : Starslayer STY-2C | Tons: 50 | BV: 1,365 | PV: 30 | Role: Skirmisher
Name : Starslayer STY-3C | Tons: 50 | BV: 1,508 | PV: 35 | Role: Skirmisher
Name : Starslayer STY-3D | Tons: 50 | BV: 1,593 | PV: 35 | Role: Skirmisher
Name : Tessen TSN-1C | Tons: 50 | BV: 1,162 | PV: 31 | Role: Skirmisher
Name : Trebuchet TBT-3C | Tons: 50 | BV: 1,342 | PV: 39 | Role: Missile Boat
Name : Trebuchet TBT-5J | Tons: 50 | BV: 1,191 | PV: 30 | Role: Skirmisher
Name : Trebuchet TBT-5N | Tons: 50 | BV: 1,191 | PV: 29 | Role: Missile Boat
Name : Trebuchet TBT-5S | Tons: 50 | BV: 984 | PV: 33 | Role: Skirmisher
Name : Trebuchet TBT-7K | Tons: 50 | BV: 996 | PV: 27 | Role: Sniper
Name : Trebuchet TBT-7M | Tons: 50 | BV: 1,348 | PV: 31 | Role: Missile Boat
Name : Trebuchet TBT-9K | Tons: 50 | BV: 1,329 | PV: 37 | Role: Striker
Name : Ursus   | Tons: 50 | BV: 1,778 | PV: 39 | Role: Brawler
Name : Alfar AL-A1 | Tons: 55 | BV: 1,447 | PV: 37 | Role: Skirmisher
Name : Apollo APL-1M | Tons: 55 | BV: 1,207 | PV: 34 | Role: Missile Boat
Name : Apollo APL-1R | Tons: 55 | BV: 1,148 | PV: 31 | Role: Missile Boat
Name : Apollo APL-2S | Tons: 55 | BV: 1,283 | PV: 37 | Role: Missile Boat
Name : Apollo APL-3T | Tons: 55 | BV: 1,240 | PV: 36 | Role: Missile Boat
Name : Black Lanner A | Tons: 55 | BV: 2,308 | PV: 50 | Role: Skirmisher
Name : Black Lanner B | Tons: 55 | BV: 1,961 | PV: 40 | Role: Missile Boat
Name : Black Lanner C | Tons: 55 | BV: 2,523 | PV: 52 | Role: Skirmisher
Name : Black Lanner D | Tons: 55 | BV: 1,809 | PV: 51 | Role: Skirmisher
Name : Black Lanner H | Tons: 55 | BV: 1,928 | PV: 48 | Role: Skirmisher
Name : Black Lanner Prime | Tons: 55 | BV: 2,268 | PV: 47 | Role: Skirmisher
Name : Buccaneer BCN-3R | Tons: 55 | BV: 1,434 | PV: 36 | Role: Skirmisher
Name : Bushwacker BSW-S2 | Tons: 55 | BV: 1,293 | PV: 33 | Role: Sniper
Name : Bushwacker BSW-X1 | Tons: 55 | BV: 1,223 | PV: 33 | Role: Skirmisher
Name : Bushwacker BSW-X2 | Tons: 55 | BV: 1,193 | PV: 33 | Role: Skirmisher
Name : Centurion CN10-B | Tons: 55 | BV: 1,243 | PV: 30 | Role: Brawler
Name : Centurion CN10-J | Tons: 55 | BV: 1,257 | PV: 28 | Role: Brawler
Name : Centurion CN10-W | Tons: 55 | BV: 1,112 | PV: 29 | Role: Sniper
Name : Cronus CNS-3M | Tons: 55 | BV: 1,339 | PV: 32 | Role: Skirmisher
Name : Cronus CNS-5M | Tons: 55 | BV: 1,579 | PV: 38 | Role: Skirmisher
Name : Dervish DV-7D | Tons: 55 | BV: 1,412 | PV: 36 | Role: Missile Boat
Name : Goshawk (Vapor Eagle)   | Tons: 55 | BV: 2,368 | PV: 41 | Role: Skirmisher
Name : Goshawk (Vapor Eagle) 2 | Tons: 55 | BV: 1,989 | PV: 40 | Role: Skirmisher
Name : Goshawk (Vapor Eagle) 5 | Tons: 55 | BV: 2,572 | PV: 44 | Role: Skirmisher
Name : Goshawk (Vapor Eagle) 6 | Tons: 55 | BV: 1,959 | PV: 35 | Role: Skirmisher
Name : Griffin GRF-1DS | Tons: 55 | BV: 1,285 | PV: 32 | Role: Missile Boat
Name : Griffin GRF-1DS (Almstedt) | Tons: 55 | BV: 1,204 | PV: 29 | Role: Skirmisher
Name : Griffin GRF-1E "Sparky" | Tons: 55 | BV: 1,449 | PV: 34 | Role: Skirmisher
Name : Griffin GRF-1RG | Tons: 55 | BV: 1,167 | PV: 33 | Role: Skirmisher
Name : Griffin GRF-1S | Tons: 55 | BV: 1,253 | PV: 31 | Role: Skirmisher
Name : Griffin GRF-2N | Tons: 55 | BV: 1,606 | PV: 38 | Role: Skirmisher
Name : Griffin GRF-3M | Tons: 55 | BV: 1,521 | PV: 33 | Role: Sniper
Name : Griffin GRF-3RG | Tons: 55 | BV: 1,213 | PV: 33 | Role: Skirmisher
Name : Grim Reaper GRM-R-PR29 | Tons: 55 | BV: 1,469 | PV: 37 | Role: Skirmisher
Name : Hoplite C | Tons: 55 | BV: 1,736 | PV: 40 | Role: Brawler
Name : Hoplite HOP-4B | Tons: 55 | BV: 1,162 | PV: 30 | Role: Sniper
Name : Hoplite HOP-4Bb | Tons: 55 | BV: 1,413 | PV: 36 | Role: Brawler
Name : Hoplite HOP-4C | Tons: 55 | BV: 986 | PV: 28 | Role: Brawler
Name : Hoplite HOP-4Cb | Tons: 55 | BV: 1,377 | PV: 32 | Role: Brawler
Name : Hoplite HOP-4D | Tons: 55 | BV: 1,022 | PV: 25 | Role: Sniper
Name : Hyena HYN-KTO | Tons: 55 | BV: 933 | PV: 27 | Role: Brawler
Name : Kintaro KTO-18 | Tons: 55 | BV: 1,187 | PV: 36 | Role: Skirmisher
Name : Kintaro KTO-19 | Tons: 55 | BV: 1,160 | PV: 36 | Role: Skirmisher
Name : Kintaro KTO-19b | Tons: 55 | BV: 1,265 | PV: 39 | Role: Skirmisher
Name : Kintaro KTO-20 | Tons: 55 | BV: 1,357 | PV: 40 | Role: Skirmisher
Name : Kintaro KTO-21 | Tons: 55 | BV: 1,295 | PV: 39 | Role: Skirmisher
Name : Kintaro KTO-C | Tons: 55 | BV: 1,294 | PV: 43 | Role: Skirmisher
Name : Kintaro KTO-K | Tons: 55 | BV: 1,571 | PV: 42 | Role: Skirmisher
Name : Lineholder KW1-LH2 | Tons: 55 | BV: 1,280 | PV: 34 | Role: Skirmisher
Name : Lineholder KW1-LH3 | Tons: 55 | BV: 1,214 | PV: 32 | Role: Skirmisher
Name : Lynx C | Tons: 55 | BV: 2,712 | PV: 42 | Role: Skirmisher
Name : Lynx LNX-8Q | Tons: 55 | BV: 1,292 | PV: 32 | Role: Skirmisher
Name : Lynx LNX-9C | Tons: 55 | BV: 1,630 | PV: 38 | Role: Skirmisher
